id_movimento,data_emissao,data_vencimento,data_pagamento,tipo,categoria,centro_custo,entidade,forma_pagamento,valor_previsto,valor_realizado,status
MOV-01199,2026-02-15,2026-03-08,2026-03-10,Saída,Pessoal,Administrativo,Fornecedor 07,Cartão,13676.47,13863.2,Pago
MOV-01200,2026-02-13,2026-03-13,2026-03-15,Saída,Fornecedores,Comercial,Fornecedor 42,Transferência,14124.51,14014.19,Pago
MOV-01201,2026-03-09,2026-04-03,2026-04-09,Entrada,Vendas B2B,Administrativo,Cliente 16,PIX,17826.43,17513.77,Pago em atraso
MOV-01202,2026-03-22,2026-04-16,2026-04-14,Entrada,Vendas B2B,Tecnologia,Cliente 27,Transferência,14361.34,13981.28,Pago
MOV-01203,2026-03-15,2026-04-02,2026-04-03,Entrada,Assinaturas,Operações,Cliente 36,Cartão,18268.42,18675.54,Pago
MOV-01204,2026-03-26,2026-04-21,2026-04-23,Entrada,Assinaturas,Administrativo,Cliente 06,PIX,8918.26,9030.02,Pago
MOV-01205,2026-03-23,2026-04-05,2026-04-02,Entrada,Vendas B2B,Operações,Cliente 13,Cartão,4694.12,4699.74,Pago
MOV-01206,2026-03-18,2026-04-14,2026-04-16,Entrada,Serviços,Marketing,Cliente 26,PIX,5342.69,5227.24,Pago
MOV-01207,2026-03-12,2026-04-10,2026-04-09,Entrada,Vendas B2B,Tecnologia,Cliente 37,Boleto,11114.76,11129.75,Pago
MOV-01208,2026-03-20,2026-04-07,2026-04-07,Entrada,Vendas B2B,Marketing,Cliente 30,Boleto,12689.03,12703.78,Pago
MOV-01209,2026-03-23,2026-04-24,2026-04-21,Entrada,Serviços,Marketing,Cliente 01,Transferência,19932.1,19530.55,Pago
MOV-01210,2026-03-18,2026-04-03,2026-03-29,Entrada,Vendas B2B,Operações,Cliente 45,PIX,6000.66,5932.92,Pago
MOV-01211,2026-03-03,2026-04-02,2026-03-30,Entrada,Assinaturas,Administrativo,Cliente 15,Transferência,9241.45,9001.23,Pago
MOV-01212,2026-03-21,2026-04-09,2026-04-10,Entrada,Assinaturas,Tecnologia,Cliente 40,Cartão,19946.45,20047.54,Pago
MOV-01213,2026-04-08,2026-04-21,2026-04-17,Entrada,Serviços,Operações,Cliente 18,Boleto,13368.11,13442.41,Pago
MOV-01214,2026-03-23,2026-04-26,2026-04-27,Entrada,Vendas B2B,Administrativo,Cliente 39,Transferência,5139.25,5086.88,Pago
MOV-01215,2026-04-10,2026-04-20,2026-04-22,Entrada,Serviços,Operações,Cliente 14,PIX,16527.59,16239.32,Pago
MOV-01216,2026-03-25,2026-04-05,2026-03-31,Entrada,Serviços,Operações,Cliente 33,Cartão,14333.27,14181.34,Pago
MOV-01217,2026-03-19,2026-04-10,2026-04-06,Entrada,Vendas B2B,Marketing,Cliente 25,Cartão,11764.22,11581.24,Pago
MOV-01218,2026-03-12,2026-04-11,2026-04-09,Entrada,Vendas B2B,Tecnologia,Cliente 10,Cartão,18346.02,18847.26,Pago
MOV-01219,2026-04-03,2026-04-26,2026-04-22,Entrada,Assinaturas,Tecnologia,Cliente 12,PIX,12094.32,12136.34,Pago
MOV-01220,2026-03-29,2026-04-25,2026-04-26,Entrada,Serviços,Operações,Cliente 25,Transferência,18645.96,18325.75,Pago
MOV-01221,2026-03-22,2026-04-01,2026-04-01,Entrada,Vendas B2B,Administrativo,Cliente 20,Transferência,16713.46,16739.54,Pago
MOV-01222,2026-03-29,2026-04-09,2026-04-04,Entrada,Vendas B2B,Tecnologia,Cliente 42,Cartão,9920.01,9983.56,Pago
MOV-01223,2026-04-13,2026-04-23,2026-04-18,Entrada,Vendas B2B,Marketing,Cliente 39,Cartão,21163.55,21761.81,Pago
MOV-01224,2026-04-18,2026-04-28,2026-04-24,Entrada,Vendas B2B,Administrativo,Cliente 10,Boleto,11795.77,11468.93,Pago
MOV-01225,2026-03-15,2026-04-14,2026-04-10,Entrada,Serviços,Comercial,Cliente 21,PIX,5665.24,5514.33,Pago
MOV-01226,2026-03-28,2026-04-28,2026-04-23,Entrada,Serviços,Tecnologia,Cliente 11,Transferência,8280.85,8197.71,Pago
MOV-01227,2026-03-10,2026-04-13,2026-04-08,Entrada,Vendas B2B,Administrativo,Cliente 10,Transferência,20173.62,19647.03,Pago
MOV-01228,2026-03-07,2026-04-09,2026-04-10,Entrada,Vendas B2B,Comercial,Cliente 20,Transferência,11256.8,11035.92,Pago
MOV-01229,2026-03-22,2026-04-15,2026-04-11,Entrada,Assinaturas,Comercial,Cliente 08,PIX,5415.33,5436.84,Pago
MOV-01230,2026-03-07,2026-04-11,2026-04-06,Entrada,Vendas B2B,Comercial,Cliente 14,Transferência,4853.99,4931.67,Pago
MOV-01231,2026-03-06,2026-04-08,2026-04-06,Entrada,Vendas B2B,Operações,Cliente 20,PIX,19037.43,19320.03,Pago
MOV-01232,2026-03-24,2026-04-09,2026-04-20,Entrada,Vendas B2B,Tecnologia,Cliente 13,Boleto,8453.01,8409.38,Pago em atraso
MOV-01233,2026-03-25,2026-04-15,2026-04-17,Entrada,Serviços,Tecnologia,Cliente 42,Cartão,7955.77,7886.63,Pago
MOV-01234,2026-03-09,2026-04-06,2026-04-19,Entrada,Serviços,Operações,Cliente 45,Cartão,15626.75,15303.94,Pago em atraso
MOV-01235,2026-03-04,2026-04-07,2026-04-06,Saída,Pessoal,Operações,Fornecedor 17,Boleto,17066.0,16646.95,Pago
MOV-01236,2026-03-25,2026-04-22,2026-04-24,Saída,Pessoal,Tecnologia,Fornecedor 24,Cartão,9030.52,8835.36,Pago
MOV-01237,2026-04-01,2026-04-11,2026-04-11,Saída,Marketing,Operações,Fornecedor 27,Cartão,13433.6,13731.29,Pago
MOV-01238,2026-03-09,2026-04-12,2026-04-14,Saída,Pessoal,Comercial,Fornecedor 29,Cartão,8852.45,8877.3,Pago
MOV-01239,2026-04-03,2026-04-24,2026-04-22,Saída,Marketing,Administrativo,Fornecedor 22,Cartão,10676.44,10517.94,Pago
MOV-01240,2026-03-05,2026-04-08,2026-04-04,Saída,Marketing,Tecnologia,Fornecedor 37,Cartão,5418.51,5392.82,Pago
MOV-01241,2026-03-09,2026-04-06,2026-04-04,Saída,Marketing,Operações,Fornecedor 09,Transferência,3603.12,3700.73,Pago
MOV-01242,2026-03-10,2026-04-03,2026-03-31,Saída,Tecnologia,Marketing,Fornecedor 11,Cartão,2133.37,2171.96,Pago
MOV-01243,2026-03-21,2026-04-06,2026-04-02,Saída,Fornecedores,Marketing,Fornecedor 06,Boleto,3382.65,3318.64,Pago
MOV-01244,2026-04-12,2026-04-25,2026-04-27,Saída,Fornecedores,Marketing,Fornecedor 36,Cartão,8821.01,8640.71,Pago
MOV-01245,2026-03-19,2026-04-22,2026-04-24,Saída,Marketing,Comercial,Fornecedor 25,Boleto,13587.72,13755.85,Pago
MOV-01246,2026-03-15,2026-04-11,2026-04-12,Saída,Pessoal,Comercial,Fornecedor 23,Cartão,12388.63,12460.69,Pago
MOV-01247,2026-03-11,2026-04-01,2026-03-29,Saída,Marketing,Tecnologia,Fornecedor 22,PIX,14352.99,14583.65,Pago
MOV-01248,2026-03-23,2026-04-03,2026-03-31,Saída,Marketing,Operações,Fornecedor 20,Cartão,11438.96,11438.93,Pago
MOV-01249,2026-03-06,2026-04-06,2026-04-05,Saída,Fornecedores,Marketing,Fornecedor 03,Transferência,6537.14,6463.04,Pago
MOV-01250,2026-03-25,2026-04-06,2026-04-02,Saída,Administrativo,Tecnologia,Fornecedor 44,PIX,7039.44,7024.62,Pago
MOV-01251,2026-03-31,2026-04-26,2026-05-07,Saída,Marketing,Marketing,Fornecedor 44,Cartão,6809.25,6657.57,Pago em atraso
MOV-01252,2026-04-04,2026-04-22,2026-04-17,Saída,Fornecedores,Comercial,Fornecedor 39,Cartão,10134.0,10014.19,Pago
MOV-01253,2026-04-13,2026-04-28,2026-04-28,Saída,Pessoal,Marketing,Fornecedor 35,Cartão,16071.88,15697.41,Pago
MOV-01254,2026-03-03,2026-04-01,2026-03-31,Saída,Logística,Marketing,Fornecedor 28,PIX,2482.84,2437.79,Pago
MOV-01255,2026-03-26,2026-04-15,2026-04-15,Saída,Pessoal,Tecnologia,Fornecedor 02,Transferência,17911.18,17645.01,Pago
MOV-01256,2026-03-03,2026-04-01,2026-03-31,Saída,Fornecedores,Comercial,Fornecedor 23,PIX,6174.71,6225.09,Pago
MOV-01257,2026-03-26,2026-04-18,2026-04-15,Saída,Pessoal,Tecnologia,Fornecedor 23,Cartão,9737.76,9815.42,Pago
MOV-01258,2026-04-07,2026-04-27,2026-04-29,Saída,Marketing,Tecnologia,Fornecedor 03,Boleto,4670.84,4542.1,Pago
MOV-01259,2026-03-24,2026-04-26,2026-04-27,Saída,Marketing,Comercial,Fornecedor 22,Transferência,11067.29,11075.68,Pago
MOV-01260,2026-03-17,2026-04-09,2026-04-05,Saída,Pessoal,Comercial,Fornecedor 13,Transferência,18884.23,19265.9,Pago
MOV-01261,2026-04-07,2026-04-18,2026-04-16,Saída,Administrativo,Tecnologia,Fornecedor 37,Cartão,9624.16,9736.33,Pago
MOV-01262,2026-03-09,2026-04-09,2026-04-06,Saída,Fornecedores,Comercial,Fornecedor 39,Cartão,13889.67,13703.7,Pago
MOV-01263,2026-03-17,2026-04-09,2026-04-16,Saída,Logística,Operações,Fornecedor 18,Transferência,10459.23,10157.2,Pago em atraso
MOV-01264,2026-03-18,2026-04-04,2026-03-30,Saída,Pessoal,Comercial,Fornecedor 40,Transferência,15161.31,15351.44,Pago
MOV-01265,2026-03-21,2026-04-15,2026-04-15,Saída,Tecnologia,Administrativo,Fornecedor 01,Transferência,9540.62,9564.35,Pago
MOV-01266,2026-03-14,2026-04-15,2026-04-17,Saída,Pessoal,Operações,Fornecedor 44,Cartão,12913.72,12689.52,Pago
MOV-01267,2026-04-01,2026-04-28,2026-04-24,Saída,Fornecedores,Tecnologia,Fornecedor 06,Boleto,1846.24,1860.79,Pago
MOV-01268,2026-03-17,2026-04-10,2026-04-10,Saída,Tecnologia,Comercial,Fornecedor 10,Boleto,8477.58,8452.91,Pago
MOV-01269,2026-03-26,2026-04-14,2026-04-09,Saída,Marketing,Administrativo,Fornecedor 32,Boleto,8948.28,9083.25,Pago
MOV-01270,2026-04-15,2026-04-28,2026-04-29,Saída,Pessoal,Administrativo,Fornecedor 19,Boleto,12135.46,11930.35,Pago
MOV-01271,2026-04-08,2026-04-24,2026-04-25,Saída,Logística,Marketing,Fornecedor 39,Transferência,11641.51,11538.15,Pago
MOV-01272,2026-03-26,2026-04-22,2026-04-22,Saída,Pessoal,Marketing,Fornecedor 15,Cartão,8916.54,8917.77,Pago
MOV-01273,2026-04-05,2026-04-15,2026-04-12,Saída,Pessoal,Administrativo,Fornecedor 22,Cartão,17418.43,17313.98,Pago
MOV-01274,2026-03-12,2026-04-04,2026-04-05,Saída,Marketing,Operações,Fornecedor 41,PIX,10527.81,10827.38,Pago
MOV-01275,2026-03-18,2026-04-20,2026-04-16,Saída,Marketing,Marketing,Fornecedor 02,Transferência,3263.72,3283.22,Pago
MOV-01276,2026-04-11,2026-04-21,2026-04-17,Saída,Marketing,Administrativo,Fornecedor 42,Cartão,3635.56,3734.12,Pago
MOV-01277,2026-03-05,2026-04-06,2026-04-04,Saída,Pessoal,Operações,Fornecedor 21,Boleto,17703.65,17358.65,Pago
MOV-01278,2026-03-09,2026-04-07,2026-04-09,Saída,Fornecedores,Marketing,Fornecedor 16,Boleto,13342.54,13138.44,Pago
MOV-01279,2026-03-20,2026-04-04,2026-04-04,Saída,Administrativo,Operações,Fornecedor 30,PIX,8085.87,8266.39,Pago
MOV-01280,2026-04-10,2026-04-22,2026-04-24,Saída,Fornecedores,Marketing,Fornecedor 17,PIX,1846.99,1887.13,Pago
MOV-01281,2026-04-15,2026-05-18,2026-05-20,Entrada,Assinaturas,Comercial,Cliente 19,Cartão,13900.72,13884.71,Pago
MOV-01282,2026-04-19,2026-05-02,2026-05-04,Entrada,Serviços,Comercial,Cliente 10,Transferência,15976.97,15908.51,Pago
MOV-01283,2026-04-25,2026-05-26,2026-06-01,Entrada,Assinaturas,Tecnologia,Cliente 10,Boleto,13423.45,13315.9,Pago em atraso
MOV-01284,2026-04-02,2026-05-04,2026-04-30,Entrada,Assinaturas,Marketing,Cliente 16,Transferência,6927.55,6910.19,Pago
MOV-01285,2026-04-12,2026-05-11,2026-05-10,Entrada,Vendas B2B,Comercial,Cliente 09,Boleto,15345.24,15408.06,Pago
MOV-01286,2026-04-10,2026-05-12,2026-05-11,Entrada,Assinaturas,Operações,Cliente 37,Transferência,3692.24,3649.41,Pago
MOV-01287,2026-04-21,2026-05-10,2026-05-15,Entrada,Vendas B2B,Marketing,Cliente 17,Boleto,10964.61,10732.07,Pago em atraso
MOV-01288,2026-04-07,2026-05-10,2026-05-11,Entrada,Vendas B2B,Administrativo,Cliente 34,Cartão,6955.26,6854.86,Pago
MOV-01289,2026-04-20,2026-05-12,2026-05-12,Entrada,Vendas B2B,Marketing,Cliente 42,Boleto,19049.05,19075.72,Pago
MOV-01290,2026-05-04,2026-05-16,2026-05-11,Entrada,Serviços,Tecnologia,Cliente 15,Transferência,11705.87,11824.39,Pago
MOV-01291,2026-04-29,2026-05-20,2026-05-16,Entrada,Vendas B2B,Marketing,Cliente 30,PIX,5873.45,5926.31,Pago
MOV-01292,2026-05-05,2026-05-26,2026-05-24,Entrada,Serviços,Comercial,Cliente 26,PIX,18095.76,18357.83,Pago
MOV-01293,2026-04-28,2026-05-09,2026-05-05,Entrada,Serviços,Marketing,Cliente 37,Boleto,12151.5,12494.49,Pago
MOV-01294,2026-04-04,2026-05-06,2026-05-04,Entrada,Vendas B2B,Marketing,Cliente 12,PIX,17244.07,16963.0,Pago
MOV-01295,2026-04-27,2026-05-09,2026-05-16,Entrada,Serviços,Operações,Cliente 34,Transferência,7905.79,8016.47,Pago em atraso
MOV-01296,2026-04-22,2026-05-19,2026-05-21,Entrada,Vendas B2B,Comercial,Cliente 21,PIX,7235.04,7219.53,Pago
MOV-01297,2026-04-17,2026-05-03,2026-04-29,Entrada,Vendas B2B,Administrativo,Cliente 32,Transferência,5281.67,5295.1,Pago
MOV-01298,2026-05-12,2026-05-28,2026-05-30,Entrada,Assinaturas,Administrativo,Cliente 41,Cartão,13456.86,13680.83,Pago
MOV-01299,2026-04-24,2026-05-14,2026-05-16,Entrada,Serviços,Administrativo,Cliente 31,Transferência,7659.55,7719.81,Pago
MOV-01300,2026-05-01,2026-05-28,2026-05-28,Entrada,Serviços,Administrativo,Cliente 20,Cartão,8500.94,8386.32,Pago
MOV-01301,2026-04-10,2026-05-06,2026-05-06,Entrada,Vendas B2B,Marketing,Cliente 32,Boleto,16529.73,16919.87,Pago
MOV-01302,2026-04-21,2026-05-22,2026-05-24,Entrada,Vendas B2B,Administrativo,Cliente 12,Boleto,16596.95,16440.04,Pago
MOV-01303,2026-04-11,2026-05-07,2026-05-06,Entrada,Assinaturas,Marketing,Cliente 07,Transferência,16639.37,16459.68,Pago
MOV-01304,2026-04-30,2026-05-22,2026-05-28,Entrada,Serviços,Operações,Cliente 11,Boleto,6931.19,6803.06,Pago em atraso
MOV-01305,2026-04-28,2026-05-16,2026-05-17,Entrada,Vendas B2B,Operações,Cliente 17,Cartão,12310.5,12517.14,Pago
MOV-01306,2026-04-09,2026-05-12,2026-05-23,Entrada,Serviços,Tecnologia,Cliente 29,Transferência,17897.11,18140.56,Pago em atraso
MOV-01307,2026-04-21,2026-05-14,2026-05-27,Entrada,Vendas B2B,Tecnologia,Cliente 42,Boleto,10150.8,9879.96,Pago em atraso
MOV-01308,2026-03-30,2026-05-01,2026-04-29,Entrada,Serviços,Tecnologia,Cliente 19,Transferência,16713.1,16420.9,Pago
MOV-01309,2026-04-14,2026-05-13,2026-05-11,Entrada,Vendas B2B,Administrativo,Cliente 29,Transferência,10747.39,10939.21,Pago
MOV-01310,2026-04-30,2026-05-11,2026-05-13,Entrada,Vendas B2B,Marketing,Cliente 45,Cartão,7508.27,7711.91,Pago
MOV-01311,2026-04-29,2026-05-19,2026-05-15,Entrada,Vendas B2B,Tecnologia,Cliente 35,Transferência,20576.28,20028.27,Pago
MOV-01312,2026-04-12,2026-05-16,2026-05-19,Entrada,Vendas B2B,Marketing,Cliente 10,Boleto,8230.33,8143.69,Pago em atraso
MOV-01313,2026-04-21,2026-05-18,2026-05-26,Entrada,Assinaturas,Tecnologia,Cliente 36,Transferência,13322.89,13185.27,Pago em atraso
MOV-01314,2026-05-04,2026-05-25,2026-06-05,Entrada,Assinaturas,Marketing,Cliente 14,Boleto,5704.41,5860.89,Pago em atraso
MOV-01315,2026-04-04,2026-05-07,2026-05-06,Saída,Pessoal,Comercial,Fornecedor 09,PIX,11699.91,11528.17,Pago
MOV-01316,2026-05-15,2026-05-26,2026-05-21,Saída,Marketing,Administrativo,Fornecedor 24,PIX,6968.64,7107.32,Pago
MOV-01317,2026-05-08,2026-05-28,2026-05-30,Saída,Pessoal,Comercial,Fornecedor 05,PIX,18607.29,18364.63,Pago
MOV-01318,2026-04-24,2026-05-18,2026-05-14,Saída,Administrativo,Administrativo,Fornecedor 42,Boleto,11582.71,11634.09,Pago
MOV-01319,2026-04-11,2026-05-14,2026-05-16,Saída,Tecnologia,Operações,Fornecedor 42,Transferência,11406.73,11373.39,Pago
MOV-01320,2026-04-19,2026-05-11,2026-05-12,Saída,Fornecedores,Administrativo,Fornecedor 19,PIX,9848.82,10078.93,Pago
MOV-01321,2026-04-14,2026-05-01,2026-05-02,Saída,Marketing,Administrativo,Fornecedor 44,Transferência,6480.36,6344.46,Pago
MOV-01322,2026-04-25,2026-05-27,2026-05-27,Saída,Pessoal,Administrativo,Fornecedor 10,Boleto,9828.85,10060.76,Pago
MOV-01323,2026-04-09,2026-05-06,2026-05-01,Saída,Tecnologia,Tecnologia,Fornecedor 05,Transferência,4079.61,4148.02,Pago
MOV-01324,2026-05-04,2026-05-22,2026-05-21,Saída,Logística,Operações,Fornecedor 14,Transferência,13514.21,13241.19,Pago
MOV-01325,2026-04-12,2026-05-15,2026-05-16,Saída,Fornecedores,Operações,Fornecedor 25,PIX,12850.32,12484.41,Pago
MOV-01326,2026-04-28,2026-05-13,2026-05-09,Saída,Pessoal,Administrativo,Fornecedor 38,PIX,9890.12,9648.52,Pago
MOV-01327,2026-04-26,2026-05-16,2026-05-16,Saída,Fornecedores,Marketing,Fornecedor 13,Boleto,4125.25,4187.05,Pago
MOV-01328,2026-05-02,2026-05-12,2026-05-08,Saída,Administrativo,Comercial,Fornecedor 25,Cartão,11833.53,12149.41,Pago
MOV-01329,2026-04-10,2026-05-10,2026-05-11,Saída,Pessoal,Tecnologia,Fornecedor 15,PIX,11612.95,11923.67,Pago
MOV-01330,2026-04-26,2026-05-16,2026-05-25,Saída,Marketing,Comercial,Fornecedor 10,Boleto,11969.09,12134.0,Pago em atraso
MOV-01331,2026-05-06,2026-05-17,2026-05-19,Saída,Fornecedores,Administrativo,Fornecedor 14,Transferência,1508.19,1531.92,Pago
MOV-01332,2026-04-01,2026-05-06,2026-05-03,Saída,Pessoal,Operações,Fornecedor 24,PIX,9333.57,9469.07,Pago
MOV-01333,2026-04-19,2026-05-07,2026-05-07,Saída,Tecnologia,Administrativo,Fornecedor 21,PIX,1778.65,1822.3,Pago
MOV-01334,2026-05-05,2026-05-16,2026-05-21,Saída,Tecnologia,Administrativo,Fornecedor 25,Boleto,5718.02,5859.91,Pago em atraso
MOV-01335,2026-04-13,2026-05-08,2026-05-04,Saída,Fornecedores,Marketing,Fornecedor 27,Cartão,1582.18,1545.39,Pago
MOV-01336,2026-05-03,2026-05-21,2026-06-06,Saída,Fornecedores,Operações,Fornecedor 21,Transferência,9266.68,9249.71,Pago em atraso
MOV-01337,2026-04-08,2026-05-04,2026-05-02,Saída,Administrativo,Operações,Fornecedor 10,Boleto,10117.78,9890.64,Pago
MOV-01338,2026-05-05,2026-05-23,2026-05-19,Saída,Marketing,Operações,Fornecedor 43,Transferência,11094.17,10927.61,Pago
MOV-01339,2026-05-03,2026-05-17,2026-05-16,Saída,Pessoal,Tecnologia,Fornecedor 28,Transferência,15238.68,15476.31,Pago
MOV-01340,2026-04-23,2026-05-28,2026-06-10,Saída,Marketing,Operações,Fornecedor 12,PIX,8954.48,9025.34,Pago em atraso
MOV-01341,2026-04-28,2026-05-26,2026-05-27,Saída,Fornecedores,Marketing,Fornecedor 31,Transferência,1832.64,1813.13,Pago
MOV-01342,2026-05-01,2026-05-19,2026-05-17,Saída,Fornecedores,Administrativo,Fornecedor 29,PIX,12744.37,12708.58,Pago
MOV-01343,2026-05-02,2026-05-17,2026-05-17,Saída,Tecnologia,Tecnologia,Fornecedor 22,Cartão,9948.36,10244.83,Pago
MOV-01344,2026-04-16,2026-05-04,2026-05-04,Saída,Tecnologia,Comercial,Fornecedor 24,Cartão,7347.23,7463.29,Pago
MOV-01345,2026-04-22,2026-05-05,2026-05-07,Saída,Marketing,Administrativo,Fornecedor 19,Boleto,13988.19,14265.22,Pago
MOV-01346,2026-04-18,2026-05-14,2026-05-10,Saída,Logística,Operações,Fornecedor 26,Boleto,5397.34,5548.34,Pago
MOV-01347,2026-04-21,2026-05-25,2026-06-06,Saída,Fornecedores,Operações,Fornecedor 37,PIX,10276.38,10292.15,Pago em atraso
MOV-01348,2026-04-25,2026-05-08,2026-05-05,Saída,Logística,Operações,Fornecedor 41,Boleto,6123.89,6077.77,Pago
MOV-01349,2026-04-17,2026-05-05,2026-05-06,Saída,Logística,Comercial,Fornecedor 26,Transferência,11197.61,11438.33,Pago
MOV-01350,2026-04-27,2026-05-16,2026-05-13,Saída,Pessoal,Comercial,Fornecedor 05,Transferência,12382.58,12547.18,Pago
MOV-01351,2026-04-14,2026-05-07,2026-05-03,Saída,Tecnologia,Operações,Fornecedor 10,Cartão,10113.71,9846.24,Pago
MOV-01352,2026-05-11,2026-05-26,2026-05-24,Saída,Logística,Marketing,Fornecedor 26,Boleto,11373.79,11299.57,Pago
MOV-01353,2026-04-16,2026-05-08,2026-05-07,Saída,Fornecedores,Comercial,Fornecedor 38,Boleto,5963.91,5835.25,Pago
MOV-01354,2026-04-13,2026-05-09,2026-05-04,Saída,Fornecedores,Tecnologia,Fornecedor 34,PIX,3247.13,3273.77,Pago
MOV-01355,2026-04-11,2026-05-08,2026-05-07,Saída,Tecnologia,Administrativo,Fornecedor 30,Boleto,9203.67,9381.62,Pago
MOV-01356,2026-05-13,2026-05-24,2026-05-23,Saída,Fornecedores,Marketing,Fornecedor 17,PIX,14174.17,14556.44,Pago
MOV-01357,2026-04-19,2026-05-06,2026-05-08,Saída,Marketing,Administrativo,Fornecedor 07,PIX,6950.09,7057.87,Pago
MOV-01358,2026-04-19,2026-05-20,2026-05-18,Saída,Administrativo,Marketing,Fornecedor 45,Cartão,9267.27,9472.65,Pago
MOV-01359,2026-04-09,2026-05-09,2026-05-08,Saída,Pessoal,Administrativo,Fornecedor 22,Cartão,17513.58,17938.88,Pago
MOV-01360,2026-04-17,2026-05-12,2026-05-16,Saída,Marketing,Operações,Fornecedor 38,Cartão,4668.75,4728.44,Pago em atraso
MOV-01361,2026-05-12,2026-06-09,2026-06-25,Entrada,Vendas B2B,Marketing,Cliente 39,Cartão,10238.65,10275.92,Pago em atraso
MOV-01362,2026-06-14,2026-06-27,2026-06-23,Entrada,Vendas B2B,Operações,Cliente 24,Cartão,4837.99,4859.94,Pago
MOV-01363,2026-05-05,2026-06-02,2026-06-04,Entrada,Assinaturas,Administrativo,Cliente 03,Cartão,14952.61,15268.62,Pago
MOV-01364,2026-06-10,2026-06-25,2026-06-20,Entrada,Assinaturas,Comercial,Cliente 41,Transferência,13458.66,13229.36,Pago
MOV-01365,2026-06-08,2026-06-26,2026-07-11,Entrada,Vendas B2B,Tecnologia,Cliente 44,Transferência,18305.66,18689.45,Pago em atraso
MOV-01366,2026-05-08,2026-06-09,2026-06-04,Entrada,Vendas B2B,Tecnologia,Cliente 11,Boleto,19049.87,18849.29,Pago
MOV-01367,2026-05-18,2026-06-21,2026-06-22,Entrada,Assinaturas,Operações,Cliente 32,PIX,17358.18,17622.01,Pago
MOV-01368,2026-06-05,2026-06-24,2026-06-22,Entrada,Vendas B2B,Comercial,Cliente 06,Cartão,13264.56,13118.54,Pago
MOV-01369,2026-05-05,2026-06-06,2026-06-04,Entrada,Vendas B2B,Marketing,Cliente 23,Transferência,11289.49,11130.09,Pago
MOV-01370,2026-06-12,2026-06-25,2026-07-01,Entrada,Assinaturas,Operações,Cliente 38,Transferência,17893.29,17703.01,Pago em atraso
MOV-01371,2026-05-17,2026-06-18,2026-06-15,Entrada,Serviços,Comercial,Cliente 13,PIX,14653.38,14563.68,Pago
MOV-01372,2026-06-02,2026-06-22,2026-06-21,Entrada,Vendas B2B,Administrativo,Cliente 23,Cartão,12959.16,12683.73,Pago
MOV-01373,2026-06-16,2026-06-28,2026-06-27,Entrada,Vendas B2B,Tecnologia,Cliente 15,Cartão,9434.66,9498.86,Pago
MOV-01374,2026-05-19,2026-06-05,2026-06-04,Entrada,Serviços,Operações,Cliente 16,Boleto,7126.13,6923.62,Pago
MOV-01375,2026-05-07,2026-06-05,2026-06-13,Entrada,Vendas B2B,Marketing,Cliente 29,Cartão,16497.35,16957.22,Pago em atraso
MOV-01376,2026-05-16,2026-06-07,2026-06-08,Entrada,Assinaturas,Tecnologia,Cliente 24,Transferência,19593.04,19742.64,Pago
MOV-01377,2026-05-07,2026-06-08,2026-06-08,Entrada,Vendas B2B,Operações,Cliente 21,Boleto,9091.28,8860.57,Pago
MOV-01378,2026-05-22,2026-06-04,2026-06-06,Entrada,Assinaturas,Administrativo,Cliente 15,Transferência,12644.18,12671.01,Pago
MOV-01379,2026-05-21,2026-06-18,2026-06-16,Entrada,Assinaturas,Comercial,Cliente 30,Cartão,13737.8,13709.19,Pago
MOV-01380,2026-05-26,2026-06-06,2026-06-21,Entrada,Vendas B2B,Tecnologia,Cliente 31,Boleto,10278.7,10315.08,Pago em atraso
MOV-01381,2026-05-22,2026-06-24,2026-06-23,Entrada,Vendas B2B,Comercial,Cliente 39,Cartão,8923.9,9163.43,Pago
MOV-01382,2026-05-17,2026-06-05,2026-06-03,Entrada,Vendas B2B,Administrativo,Cliente 45,Transferência,15716.0,15868.57,Pago
MOV-01383,2026-05-17,2026-06-17,2026-06-14,Entrada,Vendas B2B,Administrativo,Cliente 21,PIX,12493.4,12693.02,Pago
MOV-01384,2026-06-13,2026-06-25,2026-06-21,Entrada,Serviços,Administrativo,Cliente 05,Cartão,3929.62,3994.37,Pago
MOV-01385,2026-05-29,2026-06-08,2026-06-05,Entrada,Assinaturas,Marketing,Cliente 08,Transferência,15188.99,15494.96,Pago
MOV-01386,2026-05-28,2026-06-19,2026-06-20,Entrada,Vendas B2B,Marketing,Cliente 09,Transferência,18727.77,19070.39,Pago
MOV-01387,2026-05-22,2026-06-06,2026-06-05,Entrada,Vendas B2B,Tecnologia,Cliente 26,Boleto,8207.89,8207.73,Pago
MOV-01388,2026-05-26,2026-06-21,2026-07-06,Entrada,Vendas B2B,Tecnologia,Cliente 02,PIX,19382.02,19674.86,Pago em atraso
MOV-01389,2026-05-17,2026-06-12,2026-06-13,Entrada,Serviços,Comercial,Cliente 01,Transferência,4031.93,4144.08,Pago
MOV-01390,2026-06-03,2026-06-19,2026-06-15,Entrada,Vendas B2B,Administrativo,Cliente 32,Boleto,3510.16,3606.14,Pago
MOV-01391,2026-05-07,2026-06-04,2026-06-01,Entrada,Assinaturas,Operações,Cliente 29,Boleto,19218.63,19333.62,Pago
MOV-01392,2026-05-11,2026-06-15,2026-06-17,Entrada,Vendas B2B,Comercial,Cliente 20,Transferência,16544.34,16976.44,Pago
